bus_id1,bus_id2,country1,country2,circuit,underground,in_construction,is_dc,voltage,line_length,r,x,b,fmax
6144,6153,FR,FR,1,false,false,false,220.0,17.517952559,1.103631011217,6.3064629212400005,0.0,490.0
538,6798,XX,XX,2,false,false,false,220.0,90.61864007300001,5.708974324599001,32.62271042628,0.0,490.0
308,6798,XX,XX,2,false,false,false,220.0,90.61864007300001,5.708974324599001,32.62271042628,0.0,490.0
918,1011,PT,PT,1,false,false,false,380.0,60.059745466,1.6816728730480002,15.915832548490002,0.0,1700.0
871,1011,PT,PT,1,false,false,false,380.0,103.317103467,2.8928788970759998,27.379032418755,0.0,1700.0
2627,6879,XX,XX,2,false,false,false,380.0,76.78887591,2.15008852548,20.349052116150002,0.0,1700.0
2628,6879,XX,XX,2,false,false,false,380.0,76.78887591,2.15008852548,20.349052116150002,0.0,1700.0
2791,6880,XX,XX,2,false,false,false,380.0,20.221704563,0.566207727764,5.358751709195,0.0,1700.0
5254,6926,XX,XX,2,false,false,false,380.0,58.101119407999995,1.6268313434239998,15.39679664312,0.0,1700.0
5326,6926,XX,XX,2,false,false,false,380.0,58.101119407999995,1.6268313434239998,15.39679664312,0.0,1700.0
5176,6927,XX,XX,2,false,false,false,220.0,27.183432443,1.712556243909,9.78603567948,0.0,490.0
4723,6945,XX,XX,1,false,false,false,220.0,57.791149938000004,3.640842446094,20.804813977680002,0.0,490.0
4708,6945,XX,XX,1,false,false,false,220.0,57.791149938000004,3.640842446094,20.804813977680002,0.0,490.0
5576,6976,XX,XX,2,false,false,false,380.0,29.865021812,0.836220610736,7.91423078018,0.0,1700.0
871,1126,PT,PT,2,false,false,false,380.0,21.943091576,0.614406564128,5.8149192676400006,0.0,1700.0
6225,7004,XX,XX,1,false,false,false,220.0,49.714569835,3.132017899605,17.8972451406,0.0,490.0
871,1126,PT,PT,2,false,false,false,380.0,20.282041705,0.56789716774,5.3747410518250005,0.0,1700.0
917,1134,PT,PT,2,false,false,false,220.0,36.636703861,2.308112343243,13.189213389959999,0.0,490.0
6207,7018,XX,XX,1,false,false,false,220.0,39.861063736999995,2.5112470154309996,14.349982945319997,0.0,490.0
6206,7018,XX,XX,1,false,false,false,220.0,39.861063736999995,2.5112470154309996,14.349982945319997,0.0,490.0
328,1367,ES,ES,2,false,true,false,220.0,9.989259873000002,0.6293233719990001,3.5961335542800006,0.0,490.0
